2 9 6
2 9 7
2 9 8
2 9 9
2 9 10
2 10 6
2 10 10
2 11 6
2 11 10
2 12 6
2 12 10
2 13 6
2 13 10
2 14 6
2 14 10
2 15 6
2 15 10
2 16 6
2 16 10
2 17 6
2 17 7
2 17 8
2 17 9
2 17 10
3 9 6
3 9 7
3 9 8
3 9 9
3 9 10
3 10 6
3 10 10
3 11 6
3 11 10
3 12 6
3 12 10
3 13 6
3 13 10
3 14 6
3 14 10
3 15 6
3 15 10
3 16 6
3 16 10
3 17 6
3 17 7
3 17 8
3 17 9
3 17 10
4 9 6
4 9 7
4 9 8
4 9 9
4 9 10
4 10 6
4 10 10
4 11 6
4 11 10
4 12 6
4 12 10
4 13 6
4 13 10
4 14 6
4 14 10
4 15 6
4 15 10
4 16 6
4 16 10
4 17 6
4 17 7
4 17 8
4 17 9
4 17 10
